ni,text,sentiment,Time of Tweet,Age of User,Country,Population -2020,Land Area (Km²),Density (P/Km²),cleaned_text,subjectivity,mapped_time
44da06d16c,i really wanna go to australia and england.,Positive,morning,10.0,Rwanda,12952218.0,24670.0,525.0,i really wanna go to australia and england,0.2,06-11 AM
938f7e936c,"I just slept that entire flight, and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang!",Neutral,noon,25.5,Saint Kitts and Nevis,53199.0,260.0,205.0,I just slept that entire flight and woke up to the fact that the girl beside me had been watching Chitty Chitty Bang Bang,0.625,12 PM
ffd54ac7f7,just had a gym sesh.,Neutral,night,38.0,Saint Lucia,183627.0,610.0,301.0,just had a gym sesh,0.0,06-09 PM
e1c4ad96a0,Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,Positive,morning,53.0,Saint Vincent and the Grenadines,110940.0,390.0,284.0,Trying to get to sleep but mum is blaring Les Mis really loudly in the sitting room,0.8,06-11 AM
68e6a47c75,"Don`t think I`m gonna be able to go to see the JB 3D Concert...wrong time, no where very close by",Positive,noon,65.0,Samoa,198414.0,2830.0,70.0,Dont think Im gonna be able to go to see the JB 3D Concertwrong time no where very close by,0.4625,12 PM
05f4f3ddc3,"I`m a sad panda, hulu doesn`t have the elephant show   no Skinnamarinkydinkydink sing alongs for me.",Negative,night,85.0,San Marino,33931.0,60.0,566.0,Im a sad panda hulu doesnt have the elephant show   no Skinnamarinkydinkydink sing alongs for me,1.0,06-09 PM
026d3b6611, what`s up? what happened? DM me if you need to. TXT on my phone is defunk`d,Neutral,morning,10.0,Sao Tome and Principe,219159.0,960.0,228.0,whats up what happened DM me if you need to TXT on my phone is defunkd,0.0,06-11 AM
aa7362d09b,is 500 words into a 10 minute speech on 80s teen movies. due wednesday. blah blah. can`t wait for the glenn ball!,Negative,noon,25.5,Saudi Arabia,34813871.0,2149690.0,16.0,is 500 words into a 10 minute speech on 80s teen movies due wednesday blah blah cant wait for the glenn ball,0.1875,12 PM
c10d6fac3d,I`m gonna cry    I went bad at my History test ! I really hate History  !,Negative,night,38.0,Senegal,16743927.0,192530.0,87.0,Im gonna cry    I went bad at my History test  I really hate History,0.7833333333333333,06-09 PM
d554ee2fe0,"just got up, couldn`t sleep anymore i guess and im not really gonna go back to bed, im not really sleepy",Negative,morning,53.0,Serbia,8737371.0,87460.0,100.0,just got up couldnt sleep anymore i guess and im not really gonna go back to bed im not really sleepy,0.13333333333333333,06-11 AM
8534e70d73,Going to work,Neutral,noon,65.0,Seychelles,98347.0,460.0,214.0,Going to work,0.0,12 PM
a9bc0bc35d, i agree with the whole Hollie thing,Positive,night,85.0,Sierra Leone,7976983.0,72180.0,111.0,i agree with the whole Hollie thing,0.4,06-09 PM
4b2b6a59d4,_ Truetrue  But he`s not! xD,Neutral,morning,10.0,Singapore,5850342.0,700.0,8358.0,_ Truetrue  But hes not xD,0.0,06-11 AM
80a1ed08bf,"Sad I missed  going away party due to too much work, but I really am gonna miss that kid",Negative,noon,25.5,Slovakia,5459642.0,48088.0,114.0,Sad I missed  going away party due to too much work but I really am gonna miss that kid,0.44375,12 PM
cebe0fc8d3,I`ve come to the conclusion that lemongrass chicken tastes like lysol -  so much for lunch!,Negative,night,38.0,Slovenia,2078938.0,20140.0,103.0,Ive come to the conclusion that lemongrass chicken tastes like lysol   so much for lunch,0.575,06-09 PM
a1833e30a5,One of the most random phone calls ever. My god kill me now.,Neutral,morning,53.0,Solomon Islands,686884.0,28000.0,25.0,One of the most random phone calls ever My god kill me now,0.5,06-11 AM
f820ad932c,& more #<3criminy cuteness! http://tinyurl.com/cd8yab #sinfest,Positive,noon,65.0,Somalia,15893222.0,627340.0,25.0,more 3criminy cuteness  sinfest,0.5,12 PM
9e25d010e9,"the neighborhood gas station is gone, kaput, out of business. No more convenient trips for ice or whatevs. over 3 miles now to travel..",Negative,night,85.0,South Africa,59308690.0,1213090.0,49.0,the neighborhood gas station is gone kaput out of business No more convenient trips for ice or whatevs over 3 miles now to travel,0.5,06-09 PM
a3b686ba61,tomorrow`s mother`s day  me n my sis gonna make an onigiri for our mom~!! its gonna be so kewl!! cant wait for tomorrow >_<,Neutral,morning,10.0,South Korea,51269185.0,97230.0,527.0,tomorrows mothers day  me n my sis gonna make an onigiri for our mom its gonna be so kewl cant wait for tomorrow _,0.0,06-11 AM
5d9b0f4b31,it makes me sad when people phones are sick,Negative,noon,25.5,South Sudan,11193725.0,610952.0,18.0,it makes me sad when people phones are sick,0.9285714285714286,12 PM
7e69bec42c,taking care of sick children,Negative,night,38.0,Spain,46754778.0,498800.0,94.0,taking care of sick children,0.8571428571428571,06-09 PM
422cd4f89f, welcome to my life,Positive,morning,53.0,Sri Lanka,21413249.0,62710.0,341.0,welcome to my life,0.9,06-11 AM
d78be7b22e," Same here - events + writing songs. But I just finished my TMNT vs MMPR song, so I`m excited to record that on Wednesday",Positive,noon,65.0,Sudan,43849260.0,1765048.0,25.0,Same here  events  writing songs But I just finished my TMNT vs MMPR song so Im excited to record that on Wednesday,0.4375,12 PM
95db70d9c2, yup! way to **** early and I`m already at work,Positive,night,85.0,Suriname,586632.0,156000.0,4.0,yup way to  early and Im already at work,0.3,06-09 PM
f2f05cbdae, oh sweet! I`ll definitely check it out when I get the chance...,Negative,morning,10.0,Sweden,10099265.0,410340.0,25.0,oh sweet Ill definitely check it out when I get the chance,0.7166666666666667,06-11 AM
ab43c568d8, Youuuu`re an aaass  my aaass loooool,Neutral,noon,25.5,Switzerland,8654622.0,39500.0,219.0,Youuuure an aaass  my aaass loooool,0.0,12 PM
9b04365a55,"I want to ride my bicycle today, but it`s too cold and cloudy today",Negative,night,38.0,Syria,17500658.0,183630.0,95.0,I want to ride my bicycle today but its too cold and cloudy today,1.0,06-09 PM
2f136d0402, important person?  who?,Positive,morning,53.0,Tajikistan,9537645.0,139960.0,68.0,important person  who,1.0,06-11 AM
dc4fa42628," That`s not what  said  I like you, too, though.  is going steady with , though.....",Positive,noon,65.0,Tanzania,59734218.0,885800.0,67.0,Thats not what  said  I like you too though  is going steady with  though,0.5,12 PM
1cd62f2da1," Thank you! One day at a time, right?",Positive,night,85.0,Thailand,69799978.0,510890.0,137.0,Thank you One day at a time right,0.5357142857142857,06-09 PM
170f84ffcf," I missed mine, too. Not fun...",Negative,morning,10.0,Timor-Leste,1318445.0,14870.0,89.0,I missed mine too Not fun,0.2,06-11 AM
c8e099fef6,via : Found #geocache Head`s Up! http://coord.info/gc1ret6. Probably my only find of the day.  http://bit.ly/JS3S4,Neutral,noon,25.5,Togo,8278724.0,54390.0,152.0,via  Found geocache Heads Up  Probably my only find of the day,1.0,12 PM
1e1cb8d9a4,let me dream about my spock now goodnight,Neutral,night,38.0,Tonga,105695.0,720.0,147.0,let me dream about my spock now goodnight,0.0,06-09 PM
9d968ef838,_e thanks for following me. Nice to meet you,Positive,morning,53.0,Trinidad and Tobago,1399488.0,5130.0,273.0,_e thanks for following me Nice to meet you,0.43333333333333335,06-11 AM
ca10e6b390,Danny cut his beautiful curls,Positive,noon,65.0,Tunisia,11818619.0,155360.0,76.0,Danny cut his beautiful curls,1.0,12 PM
d59c09da6c,God is so good!!,Positive,night,85.0,Turkey,84339067.0,770000.0,110.0,God is so good,0.6000000000000001,06-09 PM
16b8e23839,forcing myself to watch the movie 1984 for my book report  im lazy to read,Negative,morning,10.0,Turkmenistan,6031200.0,469930.0,13.0,forcing myself to watch the movie 1984 for my book report  im lazy to read,1.0,06-11 AM
e9dd5ad752," thanks amy, its full of hotness",Positive,noon,25.5,Tuvalu,11792.0,30.0,393.0,thanks amy its full of hotness,0.375,12 PM
a1ac7a0543, don`t think i can take a needle. watched a horribly gory short film on drugs a few months ago. i`m scarred for life.,Negative,night,38.0,Uganda,45741007.0,199810.0,229.0,dont think i can take a needle watched a horribly gory short film on drugs a few months ago im scarred for life,0.46666666666666673,06-09 PM
56395aff30,Just finished watching the last of Star Wars,Neutral,morning,53.0,Ukraine,43733762.0,579320.0,75.0,Just finished watching the last of Star Wars,0.06666666666666667,06-11 AM
356c8f7848,Thanks    ? http://blip.fm/~5z6n8,Positive,noon,65.0,United Arab Emirates,9890402.0,83600.0,118.0,Thanks,0.2,12 PM
8d85d53e36,can`t be arsed to get out of bed  hello sunshine,Neutral,night,85.0,United Kingdom,67886011.0,241930.0,281.0,cant be arsed to get out of bed  hello sunshine,0.0,06-09 PM
320a6e56fc,Every pair of jeans I own nowadays is very tight.  I think mah butt gettin big (oh!),Positive,morning,10.0,United States of America,331002651.0,9147420.0,36.0,Every pair of jeans I own nowadays is very tight  I think mah butt gettin big oh,0.4904761904761905,06-11 AM
88c2d7f95e,I bought two tops and a scarf yesterday...sister has successfully hijacked them this morning to wear to breakfast (after removing tags),Positive,noon,25.5,Uruguay,3473730.0,175020.0,20.0,I bought two tops and a scarf yesterdaysister has successfully hijacked them this morning to wear to breakfast after removing tags,0.95,12 PM
0740ae9f9b," btw, do you realize your profile pic makes you look much older than you say you are?",Positive,night,38.0,Uzbekistan,33469203.0,425400.0,79.0,btw do you realize your profile pic makes you look much older than you say you are,0.3333333333333333,06-09 PM
4d7def819d," Aw, sorry E. :/ I hope it looks up for you (lame ear) And there`s always next year! ****. Lamer ear :/ Fail. Uhh..Love ya E!",Negative,morning,53.0,Vanuatu,307145.0,12200.0,25.0,Aw sorry E  I hope it looks up for you lame ear And theres always next year  Lamer ear  Fail UhhLove ya E,0.5125,06-11 AM
50c0004af6, tiny.cc doesn`t seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,Positive,noon,65.0,Venezuela,28435940.0,882050.0,32.0,tinycc doesnt seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,0.35,12 PM
bcbc9b5e75, Cheese and Onion! Vinegar taste weird on crisps! England`s got loads of weird crisps flavorus  lol.. What do you like ? x,Negative,night,85.0,Vietnam,97338579.0,310070.0,314.0,Cheese and Onion Vinegar taste weird on crisps Englands got loads of weird crisps flavorus  lol What do you like  x,0.9,06-09 PM
93236f076c, Thank yooou! I might have to get it seen to... hm...  ****,Neutral,morning,10.0,Yemen,29825964.0,527970.0,56.0,Thank yooou I might have to get it seen to hm,0.0,06-11 AM
be4b907022,Ohh grandpas.. Stable.. Won`t kno all details til tomorrow when I visit... Keep him me and my fam in ur prayers..thank you  ... Goodnite,Neutral,noon,25.5,Zambia,18383955.0,743390.0,25.0,Ohh grandpas Stable Wont kno all details til tomorrow when I visit Keep him me and my fam in ur prayersthank you   Goodnite,0.0,12 PM
760723a562,Sore throat. This is not good. I have four performances this weekend.,Negative,night,38.0,Zimbabwe,14862924.0,386850.0,38.0,Sore throat This is not good I have four performances this weekend,0.6000000000000001,06-09 PM
f66a3af202, it because your handwriting isnt on any of them. and everyone is making fun of me because im sitting by myseld in the lrc,Positive,morning,53.0,Afghanistan,38928346.0,652860.0,60.0,it because your handwriting isnt on any of them and everyone is making fun of me because im sitting by myseld in the lrc,0.2,06-11 AM
6e60ed6d59,So disappointed about the talent lineup for 'ReventÃ¯Â¿Â½n Super Estrella 2009'...hmm...Have the feeling I won`t get tix this time around.,Negative,noon,65.0,Albania,2877797.0,27400.0,105.0,So disappointed about the talent lineup for ReventÃÂÂ½n Super Estrella 2009hmmHave the feeling I wont get tix this time around,0.7083333333333333,12 PM
9c01aa6afd,This is for all of you ppl! The 1 year Anniversary Video. http://is.gd/ysbs more to come after the break,Positive,night,85.0,Algeria,43851044.0,2381740.0,18.0,This is for all of you ppl The 1 year Anniversary Video  more to come after the break,0.5,06-09 PM
412790a2ed," can I come!?   I`m Merci btw., I have always been so inspired by you since I was a teenager.",Neutral,morning,10.0,Andorra,77265.0,470.0,164.0,can I come   Im Merci btw I have always been so inspired by you since I was a teenager,0.0,06-11 AM
266d2b648f, how crappy for him,Neutral,noon,25.5,Angola,32866272.0,1246700.0,26.0,how crappy for him,0.0,12 PM
4683236241,its freezing cold! i cant function right in this type of weather. starving to the max,Negative,night,38.0,Antigua and Barbuda,97929.0,440.0,223.0,its freezing cold i cant function right in this type of weather starving to the max,0.7678571428571428,06-09 PM
3b45abf7b5,Anyone ever had that heavy feeling of sadness in their hearts? Thats my case rite now.,Negative,morning,53.0,Argentina,45195774.0,2736690.0,17.0,Anyone ever had that heavy feeling of sadness in their hearts Thats my case rite now,0.5,06-11 AM
9f8cd8c991, haha! sorry to hear that,Negative,noon,65.0,Armenia,2963243.0,28470.0,104.0,haha sorry to hear that,0.65,12 PM
c3a4f9710d,_k_2k - Y!360 closing? get out!,Neutral,night,85.0,Australia,25499884.0,7682300.0,3.0,_k_2k  Y360 closing get out,0.0,06-09 PM
1914dd82b2," He`s too old school for burnouts. Just a lap around the track, like they used to.  #NASCAR",Positive,morning,10.0,Austria,9006398.0,82400.0,109.0,Hes too old school for burnouts Just a lap around the track like they used to  NASCAR,0.2,06-11 AM
51a31aa9a1,Hannah slept here last night  just gave her her 5:00 AM bottle and she went right back to sleep but I`m up! lol,Positive,noon,25.5,Azerbaijan,10139177.0,82658.0,123.0,Hannah slept here last night  just gave her her 500 AM bottle and she went right back to sleep but Im up lol,0.32559523809523805,12 PM
7b9f3f4f39," aww if I could, I would...  GBY ;)",Positive,night,38.0,Bahamas,393244.0,10010.0,39.0,aww if I could I would  GBY,0.9,06-09 PM
88c7658eb5,I ate too many kisses.,Positive,morning,53.0,Bahrain,1701575.0,760.0,2239.0,I ate too many kisses,0.5,06-11 AM
474b02cd39, Thanks for the warning. Good thing my heart is unbreakable.,Positive,noon,65.0,Bangladesh,164689383.0,130170.0,1265.0,Thanks for the warning Good thing my heart is unbreakable,0.4,12 PM
a5cee2035b,"Everyone At My Place Tomorrow  Bonfire, Tofu Dogs, And Austin Powers.",Neutral,night,85.0,Barbados,287375.0,430.0,668.0,Everyone At My Place Tomorrow  Bonfire Tofu Dogs And Austin Powers,0.0,06-09 PM
c7e1468a65, ... like you`re stuff!  Strange voicemails! http://bit.ly/yKxms,Negative,morning,10.0,Belarus,9449323.0,202910.0,47.0,like youre stuff  Strange voicemails,0.15,06-11 AM
5a877ae4b8, Well done! Happy for ya.,Positive,noon,25.5,Belgium,11589623.0,30280.0,383.0,Well done Happy for ya,1.0,12 PM
b8a77cd14c, oks  yes infact we had chatted earlier on n00b.in as well,Neutral,night,38.0,Belize,397628.0,22810.0,17.0,oks  yes infact we had chatted earlier on n00bin as well,0.5,06-09 PM
b2bada7873, And you as well bro,Neutral,morning,53.0,Benin,12123200.0,112760.0,108.0,And you as well bro,0.0,06-11 AM
aab1caabf0, im sorry  i wish that i was there instead (it would give you a good excuse to get away from him) hehe...i love you <3,Positive,noon,65.0,Bhutan,771608.0,38100.0,20.0,im sorry  i wish that i was there instead it would give you a good excuse to get away from him hehei love you 3,0.5625,12 PM
7240ccb4b2,"True to form, Bank Holiday Monday looks like it might be rainy. Hope it holds off til later, family&friends plan walk and picnic today",Positive,night,85.0,Bolivia,11673021.0,1083300.0,11.0,True to form Bank Holiday Monday looks like it might be rainy Hope it holds off til later familyfriends plan walk and picnic today,0.325,06-09 PM
